name,a,e,i,om,w,q,ad,per_y,data_arc,condition_code,n_obs_used,H,neo,pha,diameter,extent,albedo,rot_per,GM,BV,UB,IR,spec_B,spec_T,G,moid,class,n,per,ma
,2.902083699134256,0.0719611662305323,11.79624949579311,306.4627352538152,25.28512069205206,2.693246371645938,3.110921026622575,4.94393899212225,7411.0,0,815,14.5,N,N,3.867,,0.225,5.05,,,,,,,,1.68495,MBA,0.1993605270894459,1805.773716872653,99.24979477808836
,3.232946383681659,0.3081947475322114,11.61558338444241,119.4702515643752,4.784876748974329,2.236569289177715,4.229323478185604,5.81307539210508,2.0,9,12,15.4,N,N,4.101,,0.073,,,,,,,,,1.25394,OMB,0.1695533288121751,2123.225786966381,77.75974725032619
,2.612391078428911,0.2139070423072472,3.264371587035075,92.07358692276242,222.0925118529983,2.053582229492343,3.171199927365479,4.22245947534844,7152.0,0,340,16.3,N,N,3.627,,0.044,,,,,,,,,1.04023,MBA,0.2334246874651702,1542.253323371018,263.5589603845732
,2.975063914888175,0.0986018070842877,12.09484188418191,113.4649173164807,125.444316249207,2.681717236688945,3.268410593087404,5.13159830226703,1.0,9,10,16.2,N,N,2.729,,0.079,,,,,,,,,1.68813,MBA,0.1920700384775108,1874.316279903031,339.0336629624223
,2.63567637805199,0.186855301816082,14.11078426886999,110.1372781728349,62.27904566950626,2.143186272941568,3.128166483162413,4.27903982697992,6294.0,0,370,16.0,N,N,1.569,,0.313,,,,,,,,,1.19089,MBA,0.230338188757452,1562.919296804417,27.0529556645868
,1.48952196467819,0.5897428131997612,10.01613867517396,8.319416605791876,303.2845762183053,0.611087090906039,2.367956838450341,1.81793591619869,17.0,8,76,21.6,Y,N,0.116,,0.3,,,,,,,,,0.0855888,APO,0.5421677819251763,664.0010933915712,318.7902011425216
,3.157715203711769,0.1802015843360429,9.495364220063548,329.8236136744671,319.5333485410696,2.588689921120898,3.726740486302641,5.61135363635753,4506.0,0,148,16.0,N,N,5.013,,0.077,,,,,,,,,1.58084,MBA,0.1756485773738102,2049.546915679588,169.1114758257535
,2.575631825149156,0.2151964513554857,13.56970459466574,87.26941538041854,64.26820510291608,2.021364996378805,3.129898653919506,4.13365166176795,6836.0,0,388,15.6,N,N,3.681,,0.099,,,,,,,,,1.0743,MBA,0.2384396083694211,1509.816269460743,152.9347346612316
,2.60862887957315,0.238170905429259,3.410973469143,167.4115088179797,135.0268804295024,1.9873293773963,3.229928381750001,4.21334138528151,8233.0,0,871,15.4,N,N,2.564,,0.186,,,,,,,,,0.973051,MBA,0.2339298417191284,1538.922940974071,356.5275613629719
Mehdia,2.699994291014065,0.068171220667871,1.643808068328503,197.3330314968553,325.2183172642642,2.515932384399353,2.884056197628777,4.43662243564585,17040.0,0,1962,13.4,N,N,13.314,,0.075,,,,,,,,,1.5243,MBA,0.2221568992323043,1620.476344619648,132.9926040985109
,3.120303272538628,0.1861055785500937,16.28835505574026,284.1007490335555,160.6543264469004,2.539597426751076,3.70100911832618,5.5119264287945,6765.0,0.0,441,14.8,N,N,7.04,,0.062,,,,,,,,,1.56154,MBA,0.1788170245195237,2013.231128117191,69.50834507866885
,3.250462079834452,0.1075725177559483,17.59389002252432,56.23431769647258,105.9406874693851,2.900801690036424,3.60012246963248,5.86038108695838,7152.0,0,594,14.1,N,N,8.906,,0.061,,,,,,,,,1.96605,OMB,0.1681846741265609,2140.50419201155,17.02700609142221
,2.4065101196537,0.0849089310613499,10.43078591849057,105.9537037631443,246.1653388249054,2.202175917805583,2.610844321501817,3.73327292514876,1922.0,6,19,17.5,N,N,2.565,,0.128,,,,,,,,,1.21645,MBA,0.2640113120924001,1363.577935910584,250.0698442664128
,3.141567372207026,0.0321585367555542,23.22313096323418,145.4363188340535,14.88301703038622,3.040539162397857,3.242595582016196,5.56836594728877,7595.0,0,1106,13.8,N,N,11.691,,0.061,,,,,,,,,2.05453,MBA,0.1770045813615136,2033.845662247222,206.4227272506477
,3.432306889164304,0.0944133528177908,11.24856319717117,40.60237773374214,333.2150571703364,3.108251287858701,3.756362490469908,6.35897870022205,6092.0,0,80,16.1,N,N,4.398,,0.04,,,,,,,,,2.11431,OMB,0.1549975758423503,2322.616970256102,198.6394332921692
,5.100197982778579,0.0625080881610158,9.39015008123981,128.2237715121144,192.9803016289252,4.78139435763242,5.419001607924738,11.518309792519,7232.0,0,234,13.2,N,N,10.412,,0.078,,,,,,,,,3.76831,TJN,0.0855703919343886,4207.062651717561,243.3578169818686
,2.34683444941978,0.1209295439119651,6.178018885589995,29.3415986812003,76.23453475127978,2.063032829814559,2.630636069025002,3.5952730907213,13220.0,0,545,16.0,N,N,1.733,,0.214,,,,,,,,,1.09026,MBA,0.2741450394717625,1313.173496385955,189.8983046829315
,2.341354247701529,0.0946056933425002,1.86827396039724,261.2492943842519,334.5221519381819,2.119848805737317,2.56285968966574,3.58268721250712,8649.0,0,199,17.2,N,N,1.901,,0.071,,,,,,,,,1.1082,MBA,0.2751081031932526,1308.576504368227,97.58234922455166
,3.080416265542567,0.0875813951618519,17.04100496075665,1.552536474557155,15.9458889734926,2.810629111327087,3.350203419758047,5.40657602409764,1717.0,5,35,16.2,N,N,2.528,,0.092,,,,,,,,,1.813,MBA,0.1823013824229094,1974.751892801662,299.1422890275937
,2.533859356980036,0.2030280477016091,3.220079573499079,103.45790985905,211.6220018883564,2.019414838581925,3.048303875378148,4.0334990641852,7742.0,0,287,16.3,N,N,3.394,,0.046,,,,,,,,,1.00563,MBA,0.2443601120722365,1473.235533193644,299.8422559020253
,2.769205902111144,0.028376163811987,15.39724005926719,47.57430700833107,336.9468832331347,2.690626461803717,2.847785342418572,4.60830351479936,7478.0,0,688,15.0,N,N,3.866,,0.171,,,,,,,,,1.70096,MBA,0.2138805050930917,1683.182858780465,311.6908383660216
,3.413719161527981,0.164480083417043,14.8541916409834,109.553694359097,61.58064736017896,2.8522303490775,3.975207973978461,6.30739293182417,4845.0,0,168,15.4,N,N,7.468,,0.08,,,,,,,,,1.89685,OMB,0.1562652420772051,2303.775268348778,335.1188545321845
,2.647138493749507,0.180401174895103,11.47820890689558,197.2477482601761,64.81083866719264,2.169591599367043,3.124685388131972,4.30698339520179,6697.0,0.0,532,15.4,N,N,4.643,,0.068,,,,,,,,,1.18372,MBA,0.2288437620784879,1573.125685097454,80.05607792939392
Sekitakakazu,3.185311213068845,0.0731333191910473,3.933221989669512,81.53667780720257,347.979614505971,2.952358831400659,3.418263594737031,5.68507250551703,25366.0,0,1954,12.6,N,N,18.379,,0.046,,,,,,,,,1.96655,MBA,0.1733709257729015,2076.472732640096,96.461600902796
,3.186325050898499,0.0388841035469615,9.358607039716864,222.4121532846664,241.843291565895,3.062427657685085,3.310222444111914,5.6877869342443,6211.0,0,121,15.6,N,N,4.095,,0.038,,,,,,,,,2.09281,MBA,0.1732881865587166,2077.46417773273,331.6872970489435
,2.406389409281414,0.271879683796755,11.99638700945282,113.9307094012748,264.4392795220111,1.752141017594123,3.060637800968705,3.73299203762423,6071.0,0,283,16.7,N,N,3.2,,0.036,,,,,,,,,0.801268,MBA,0.2640311775202271,1363.475341742249,131.1291335753172
,3.15443591024669,0.0865562510641514,21.96229088308179,99.69105241758136,122.9937760650265,2.881399763633602,3.427472056859777,5.6026148034408,7205.0,0,291,14.9,N,N,7.671,,0.03,,,,,,,,,1.91949,MBA,0.1759225500854069,2046.355056956753,349.3076726331394
Wangzhongcheng,2.439451498386317,0.0797268937388015,2.875648060264355,76.71222235317377,184.2576050910897,2.244961607993511,2.633941388779123,3.81018869381139,8424.0,0,1227,14.9,N,N,5.165,,0.06,,,,,,,,,1.22914,MBA,0.2586817511081372,1391.67142041461,65.22003103111825
,3.019314341616935,0.2265446038525183,5.503428231671712,311.7147604302708,92.76421712967084,2.335304970189099,3.70332371304477,5.24651232094055,7179.0,0,137,16.9,N,N,3.502,,,,,,,,,,,1.35191,MBA,0.1878631408971629,1916.288625223537,297.5648439424099
Mannucci,3.153170828802675,0.1177523573489761,7.584603912960924,72.5728150699039,294.1959204297243,2.781877530587135,3.524464127018214,5.59924476191237,32083.0,0,2187,11.0,N,N,38.814,,0.051,,,,,,,,,1.79141,MBA,0.1760284333473082,2045.124149288494,225.3235096189812
,2.770451373273426,0.0615779978957509,5.991136941982952,40.65993338835049,324.7754739828101,2.599852524439715,2.941050222107137,4.61141279303802,8421.0,0.0,460,15.5,N,N,5.043,,0.053,,,,,,,,,1.60043,MBA,0.2137362946244122,1684.318522657135,215.3207457637358
Markzakharov,2.339820592155274,0.1995407240911227,1.595682385644766,63.71911100728931,310.8054645046097,1.872931096953291,2.806710087357256,3.5791676415758,27943.0,0,2348,14.0,N,N,4.36,,0.233,,,,,,,,,0.873518,MBA,0.2753786304721996,1307.290981085561,148.8376169257718
,2.361975016111855,0.0648884306972909,6.422550630593486,164.220158928581,41.13115958561093,2.208710163970148,2.515239868253562,3.63012142033201,8572.0,0,909,15.3,N,N,2.241,,0.185,,,,,,,,,1.21032,MBA,0.271513310229004,1325.901848776265,139.613256657784
,5.201315196527459,0.0782874012998659,7.842286927176148,5.430702121724544,340.6149991204932,4.794117746449823,5.608512646605096,11.8625474085678,8420.0,0,575,12.3,N,N,17.683,,0.074,,,,,,,,,3.78767,TJN,0.0830872366129114,4332.795440979405,344.291688056943
,2.549338470666207,0.203667100508447,10.9413581266143,266.6059332367389,94.6415304339685,2.030122096130983,3.068554845201432,4.07051586581065,11228.0,0,1013,13.6,N,N,6.29,,0.214,,,,,,,,,1.06176,MBA,0.2421379294074482,1486.755919987339,176.6958736393973
,2.888459142897672,0.2320659880310488,8.439213199225614,334.1343173613847,355.5430311468637,2.218146018013808,3.558772267781536,4.90916405377381,5040.0,0,146,16.9,N,N,2.446,,0.068,,,,,,,,,1.20649,MBA,0.200772732907526,1793.072170640883,287.3276869289899
,2.199170660604484,0.5739030056175478,4.664459380403889,207.2940454665548,80.43097738185342,0.9370600086176424,3.461281312591325,3.26134393905243,152.0,5,28,22.0,Y,N,0.101,,0.274,,,,,,,,,0.0547599,APO,0.3022147623148038,1191.205873738901,252.8231331858289
,2.510217986214796,0.1091686468722822,13.65159307248263,24.17898313555712,357.1690823378026,2.236180885305261,2.78425508712433,3.97718101683542,1.0,9,8,16.7,N,N,2.095,,0.084,,,,,,,,,1.23754,MBA,0.2478203227852582,1452.665366399139,309.4557219125564
,2.967450774315063,0.1857113770359183,14.2230927757823,25.32645662539285,93.02256213769304,2.41636140473071,3.518540143899415,5.11191339312184,5493.0,0,130,16.5,N,N,3.785,,0.148,,,,,,,,,1.48253,MBA,0.1928096600176621,1867.126366837754,253.9956841275196
,3.205525996243771,0.0967824132999281,17.53062561519296,48.38707196412549,139.968596594971,2.895287454431642,3.5157645380559,5.73927661919493,3978.0,1,31,16.5,N,N,2.229,,0.089,,,,,,,,,1.91341,OMB,0.1717335386956507,2096.27078516095,181.2856391351801
,3.164953637390858,0.0559423369910042,12.23325007885462,140.0880126941159,321.2442435934588,2.987898734447034,3.342008540334682,5.63065905648213,8507.0,0,1041,13.8,N,N,8.421,,0.099,,,,,,,,,2.01475,MBA,0.1750463442166479,2056.598220380097,231.9967030896996
Brandonshih,2.735269261315668,0.099833154322998,5.853413814230471,26.34910326007991,338.5531789151747,2.462198703035788,3.008339819595548,4.52385138907824,10347.0,0,903,14.8,N,N,6.824,,0.05,,,,,,,,,1.46081,MBA,0.2178732673993482,1652.336719860828,188.9223616385695
,2.714974288524427,0.3065804126372705,16.34200520382417,94.14227525,266.7483426598249,1.882616350849028,3.547332226199826,4.47359623130218,5749.0,0,269,16.0,N,N,4.308,,0.042,,,,,,,,,0.960682,MBA,0.2203207961574707,1633.981023483121,127.3776504768052
,2.691591368633416,0.1590760587065709,10.51402190991224,310.9047021890977,332.0688207675017,2.263423622062587,3.119759115204245,4.41592707370385,6204.0,0,418,15.6,N,N,4.471,,0.073,,,,,,,,,1.25223,MBA,0.2231980435629938,1612.917363670332,176.5438764977314
,2.289343,0.1884345,7.13455,207.7494,355.86305,1.8579517964665,2.7207342035335,3.46397301890011,2.0,9,14,16.2,N,N,2.849,,0.072,,,,,,,,,0.855136,MBA,0.2845363627227425,1265.216145153267,158.2033200000001
,2.552963563023908,0.22965018680454,10.79327409579095,232.7846735715235,283.2337860159031,1.966675003870284,3.139252122177533,4.07920120156189,7287.0,0,276,15.8,N,N,4.302,,0.061,,,,,,,,,1.00858,MBA,0.2416223752312507,1489.928238870481,84.63419793530987
,2.611632214057964,0.147534193286544,13.98091713337039,31.18888127602246,33.87330505955359,2.226327162195771,2.996937265920156,4.22061975768373,15930.0,0,1275,13.9,N,N,4.93,,0.264,,,,,,,,,1.25046,MBA,0.2335264344941764,1541.581366493983,73.07605608976945
,2.736219998979035,0.0539633875708914,5.979567383906671,121.5205519380915,89.01006121973613,2.588564298694905,2.883875699263165,4.52621022611029,9396.0,0,430,15.8,N,N,3.853,,0.062,,,,,,,,,1.59158,MBA,0.217759722622203,1653.198285086785,285.7881041610312
,2.582656035572634,0.0390919819687599,7.548009953271276,323.4076541501483,145.5376520044635,2.481694892398519,2.683617178746748,4.15057300093256,7795.0,0,684,15.0,N,N,3.157,,0.162,,,,,,,,,1.50195,MBA,0.2374675215075374,1515.996788590617,158.5144440981344
,2.393226417971617,0.1545281385329524,0.3475206189247654,261.5966991710844,14.28116280349473,2.023405594514577,2.763047241428657,3.7024046659482,6534.0,0,311,17.2,N,N,2.432,,0.039,,,,,,,,,1.00649,MBA,0.2662124679218807,1352.30330423758,127.0784032333259
,3.202402384995852,0.1414544453612447,8.99516393030119,170.3531634517852,213.1030052877928,2.749408331802737,3.655396438188968,5.73088974242671,7582.0,0,215,15.5,N,N,5.806,,0.03,,,,,,,,,1.75653,OMB,0.1719848623278869,2093.207478421355,43.33797618938275
,2.310745557398057,0.1892882484922847,2.627897469724468,197.7570978333848,133.2236798457393,1.873348578126851,2.748142536669263,3.51266224127869,13316.0,0,839,15.3,N,N,2.157,,0.38,,,,,,,,,0.862999,MBA,0.2805923871031696,1282.99988362704,297.1244568227411
,3.05787060397992,0.1228011172337809,12.63462388237937,157.9433651189682,349.5147344463096,2.68236067745485,3.433380530504991,5.34732841991029,8864.0,0,388,15.5,N,N,2.754,,0.194,,,,,,,,,1.69503,MBA,0.1843212546470247,1953.111705372233,244.2568681321133
,2.68630773291336,0.2105395646868911,13.97169196591912,53.8364138222818,297.5855229934475,2.120733672210752,3.251881793615969,4.4029306566753,10393.0,0,1448,13.4,N,N,5.148,,0.292,,,,,,,,,1.15676,MBA,0.2238568717572793,1608.170422350654,16.79994772304261
,2.887775744567716,0.2937911884913091,7.224810637687223,234.033434928297,50.85989282940056,2.039372676474792,3.736178812660641,4.90742192281294,6976.0,0,522,15.2,N,N,4.991,,0.065,,,,,,,,,1.03166,MBA,0.2008440070713534,1792.435857307426,343.0929246178106
,2.791449307808033,0.0817526418740272,5.399180115456131,69.55524940435664,302.3811647583158,2.563240952237302,3.019657663378765,4.66393855940969,9766.0,0,423,15.7,N,N,3.403,,0.139,,,,,,,,,1.56791,MBA,0.2113291740044506,1703.503558824388,286.5449889328512
Kuprin,3.154864221554101,0.1778864697877684,2.024319800586219,231.9415005374552,100.894077557453,2.593656562522106,3.716071880586096,5.60375593205845,20908.0,0,2217,12.5,N,N,16.106,,0.068,9.24,,,,,,,,1.58345,MBA,0.1758867258527267,2046.77185418435,47.89904065653793
,3.11372991602564,0.0945816449570598,21.81576040629146,196.4579498362131,287.2046166064848,2.819228218615928,3.408231613435353,5.49451813587423,7193.0,0.0,775,14.2,N,N,8.72,,0.058,,,,,,,,,1.91114,MBA,0.179383570859892,2006.872749128062,334.8238917636056
,2.589937472469594,0.1983383749136149,16.06999944232668,123.6787658214031,273.9118641892418,2.0762534830521,3.103621461887089,4.16813830584321,7743.0,0,776,15.0,N,N,2.752,,0.337,,,,,,,,,1.155,MBA,0.2364667894982829,1522.412516209233,138.5225745405722
Whipple,3.061605708103551,0.0631331717920609,6.559382870744637,263.7940402007122,180.1917855795847,2.868316828974295,3.254894587232806,5.357128831132,20683.0,0,2459,11.1,N,N,37.481,,0.06,6.953,,,,,,,,1.88432,MBA,0.1839840546002487,1956.691305570963,128.7055766971691
,2.331931483373303,0.0485311950217543,6.291608000242514,127.9644620599598,64.73829601227459,2.218760061776344,2.445102904970261,3.56108123663957,8739.0,0,598,15.9,N,N,3.719,,0.067,,,,,,,,,1.22775,MBA,0.2767772532753696,1300.684921682603,130.9327125072242
,2.730251459232669,0.1153941193433985,4.643776512338597,357.3480517969088,330.4581356462412,2.415196496508487,3.045306421956852,4.51140871434609,6607.0,0,205,16.6,N,N,2.654,,0.057,,,,,,,,,1.40441,MBA,0.2184741719882983,1647.792032914911,320.5087478907516
,3.101956592723277,0.0641150450471346,14.67920088564976,235.6989988231989,265.4625526207732,2.903074506046567,3.300838679399986,5.46338463060157,3597.0,0,56,16.3,N,N,3.645,,0.111,,,,,,,,,1.96446,MBA,0.1804058015331477,1995.501236327224,268.4883602090961
,2.170187009362288,0.0858974988537135,25.06250106056824,142.5523032189076,337.0435739224849,1.983773373213247,2.35660064551133,3.1970832229423,2.0,9,16,17.7,N,N,1.858,,0.043,,,,,,,,,1.00588,MBA,0.3082892169633535,1167.734647179675,169.9249590028832
,2.618993440676576,0.2013374727732342,15.76371129047646,120.14929742,247.8494371338076,2.091691920121077,3.146294961232075,4.23847687843281,6846.0,0,380,15.9,N,N,2.148,,0.22,,,,,,,,,1.14237,MBA,0.2325425646139171,1548.103679847585,112.6288569840635
,2.460719250470951,0.1351592782485281,11.63854372404885,289.4890410742482,80.69233986884588,2.128130212605038,2.793308288336863,3.86012441408395,5541.0,0,231,16.7,N,N,1.993,,0.102,,,,,,,,,1.16229,MBA,0.2553353668527951,1409.910442244164,58.57636759251401
,2.693833990683814,0.2544305980662206,11.15545044919858,186.5800415797804,237.3272518362741,2.008440197343017,3.379227784024611,4.42144721957073,13369.0,0,1149,14.2,N,N,7.961,,0.04,,,,,,,,,1.04462,MBA,0.2229193823698409,1614.933596948208,55.83248345093084
,3.056971937512314,0.0414048809956821,10.04391793157166,162.0112302850962,329.3548266403675,2.930398378232477,3.183545496792151,5.34497133276594,8098.0,0,919,14.3,N,N,4.886,,0.169,,,,,,,,,1.94836,MBA,0.1844025387611406,1952.250779292759,100.0089261796141
,3.047427037689008,0.0532805355594722,3.682091959519585,165.9359067771772,113.855742650542,2.885058493042521,3.209795582335494,5.31995767236518,9005.0,0,645,15.0,N,N,6.9,,0.045,,,,,,,,,1.8707,MBA,0.1852695724417974,1943.114539831382,204.3223109427267
,3.361452911684098,0.0890638508685509,17.61617029567518,65.88053992970539,314.3199524463859,3.062068970856209,3.660836852511987,6.16309341011763,7020.0,0,390,14.6,N,N,6.289,,0.085,,,,,,,,,2.09425,OMB,0.1599239566529213,2251.069868045464,98.60221959571231
,2.741881444274807,0.0865810991616201,1.651082355197841,126.1355501302246,255.9995208938142,2.504486335058644,2.97927655349097,4.54026509486659,14092.0,0,2307,12.9,N,N,7.381,,0.222,,,,,,,,,1.50715,MBA,0.217085624467599,1658.331825900022,182.6716222579332
,2.464974450533396,0.1896357700385763,5.356227073007676,149.8574047068209,269.0293546583362,1.997527122481079,2.932421778585713,3.87014142471685,11401.0,0,1862,14.0,N,N,7.23,,0.114,,,,,,,,,1.01801,MBA,0.2546744873644166,1413.569155377829,91.01771248275976
,2.422148724135062,0.1495061630046514,11.02821364306637,176.470799785302,38.92679404913194,2.060022562163017,2.784274886107107,3.76972275714527,4013.0,0,137,17.4,N,N,2.182,,0.078,,,,,,,,,1.06748,MBA,0.2614585599164728,1376.891237047309,194.2579280785389
,2.403453078530351,0.2298771662205529,7.80444759443511,301.1888230419284,79.00659459429467,1.85095409569373,2.955952061366972,3.72616150048133,10069.0,0,1327,14.7,N,N,7.004,,0.057,,,,,,,,,0.871318,MBA,0.2645151809013744,1360.980488050807,128.6969850251602
,3.169376306264544,0.0781000076214409,12.2562924014638,39.06237318526286,29.96752565095223,2.921847992590068,3.416904619939019,5.6424655034347,6754.0,0.0,524,14.8,N,N,8.269,,0.034,,,,,,,,,1.94114,MBA,0.1746800725263776,2060.910525129523,63.78770247559383
,3.214174203754466,0.1615121397497832,14.07801406889139,39.48452318751221,254.2587602383804,2.695046050577527,3.733302356931406,5.76251831999075,6671.0,0,191,15.3,N,N,6.009,,0.041,,,,,,,,,1.72177,OMB,0.1710408936919681,2104.759816376622,156.0492720222434
,2.686818907711715,0.1729970720329628,5.312984741559203,237.528536595575,208.986065018551,2.222007103594785,3.151630711828645,4.40418746033312,8571.0,0,276,16.3,N,N,1.718,,0.181,,,,,,,,,1.23989,MBA,0.2237929907036716,1608.629469886671,27.63232122996647
,3.110967496575388,0.1507454601833791,1.400758704159574,40.67321457253654,67.67953859142754,2.642003269688597,3.57993172346218,5.48720786944337,4844.0,0,125,16.7,N,N,3.304,,0.045,,,,,,,,,1.65939,MBA,0.1796225524562712,2004.202674314192,266.4558361133269
,3.093105323924163,0.216049827721971,4.197590841572552,13.81899224907363,100.4662544075712,2.424840451564437,3.76137019628389,5.44001710205101,9861.0,0,684,14.4,N,N,3.26,,0.381,,,,,,,,,1.44585,MBA,0.1811807325009976,1986.966246524132,206.7436447299845
,3.163674860933794,0.0589518585686493,10.17781628846841,54.58684669966286,232.5030514159473,2.977170347974834,3.350179373892754,5.62724686105888,4018.0,0,93,16.2,N,N,3.407,,0.066,,,,,,,,,1.97366,MBA,0.1751524871226444,2055.351916001756,45.49883522985277
,2.431690843541169,0.0981658323262708,5.953252854549648,66.04962751929254,349.2267832587152,2.192981887924779,2.67039979915756,3.79202106716123,8399.0,0,120,17.6,N,N,2.227,,0.074,,,,,,,,,1.20461,MBA,0.2599210990421557,1385.035694780641,59.78505210437617
,3.097996364349997,0.1591098482156835,26.86237206451952,209.0822824604587,208.3772916236409,2.60507463304553,3.590918095654465,5.45292542056898,5881.0,0,103,15.9,N,N,3.416,,0.066,,,,,,,,,1.63405,MBA,0.1807518363720281,1991.681009862819,332.4637394297779
,3.115999512686657,0.1086846696393906,11.27589302776333,313.1046862785863,233.0769450371689,2.777338135053806,3.454660890319508,5.50052665900345,10288.0,0,690,14.1,N,N,6.813,,0.115,,,,,,,,,1.79858,MBA,0.1791876204716233,2009.06736220101,124.9808725367794
,3.169048210259449,0.0688356218978662,23.97136153839429,58.43690187595209,210.8451229028786,2.95090480588192,3.387191614636978,5.64158935827253,10212.0,0,448,14.4,N,N,7.256,,0.077,,,,,,,,,1.95215,MBA,0.1747072005377856,2060.590513109042,81.8594776761556
,2.992751725413155,0.1046997023270312,10.8162853529695,181.9294942228745,259.7185907054559,2.679411510623689,3.306091940202621,5.17743001435446,6861.0,0,757,14.6,N,N,7.834,,0.026,,,,,,,,,1.7211,MBA,0.1903697936302181,1891.056312742968,24.41833973798467
,2.353665422957192,0.1875583489614002,5.080333151916846,187.1531917696892,52.59919352980565,1.912215822219805,2.795115023694578,3.6109817474993,6562.0,0,113,17.9,N,N,1.263,,0.084,,,,,,,,,0.905293,MBA,0.2729524412717206,1318.911083274118,158.6910391193996
,2.798126770425851,0.0270653128812925,6.62136468694966,248.0767557867303,331.3819714735192,2.722394593902755,2.873858946948948,4.68068356661944,4155.0,0,150,16.5,N,N,2.5,,0.071,,,,,,,,,1.71433,MBA,0.2105731501263204,1709.619672707751,321.1377625652736
,2.462398264155321,0.1636700954330204,7.649253540098003,217.5410682223753,149.0344418868895,2.059377305266916,2.865419223043727,3.86407588507852,5965.0,0,147,17.7,N,N,1.697,,0.039,,,,,,,,,1.06217,MBA,0.2550742564797039,1411.353717024929,87.94757732847494
Monicalazzarin,2.783078331565771,0.1571612484135452,7.464573438806183,337.266905413386,180.8561408363658,2.345686266544208,3.220470396587333,4.64297502196241,23624.0,0,1782,13.3,N,N,13.734,,0.053,,,,,,Ch,,,1.35543,MBA,0.2122833482207641,1695.846626771771,275.4203306277839
,2.585559431754035,0.1776709898074553,7.25246742260657,18.48423957655434,349.3895787363311,2.126180528308294,3.044938335199776,4.15757401684601,6701.0,0,197,16.5,N,N,3.61,,0.037,,,,,,,,,1.12507,MBA,0.2370676455485606,1518.553909653007,228.2372258049883
,3.129039120945735,0.0755457911297112,15.97691430977605,318.3799237377701,174.2816955161996,2.892653385078073,3.365424856813397,5.53509006188486,7176.0,0,355,14.6,N,N,6.335,,0.064,,,,,,,,,1.9075,MBA,0.1780686984941165,2021.691645103446,111.9254416589554
,3.13379409202272,0.238998287523461,13.04426135842299,74.46423283030825,292.791168252084,2.384822670578151,3.88276551346729,5.5477117590452,7151.0,0,221,15.1,N,N,5.931,,0.039,,,,,,,,,1.42034,MBA,0.1776635712481913,2026.301719991261,209.6807516499858
